ID	TITLE	DESCIRIPTION
DLC4_Kizuna_SukunaShinmyoumaru_LV2_Upgrade_Mission_002	请少名针妙丸品尝一下「铜锣烧」吧！	从少名针妙丸那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_SukunaShinmyoumaru_LV3_Upgrade_Mission_001	爱听故事的小人	针妙丸小姐依赖着能够讲动听故事的正邪小姐，虽然我不擅长讲动人的故事，但我可以做出富含故事性的料理！希望能让针妙丸小姐开心！
DLC4_Kizuna_SukunaShinmyoumaru_LV3_Upgrade_Mission_002	请少名针妙丸品尝一下「汉宫藏娇」吧！	从少名针妙丸那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_KazamiYuuka_LV1_Upgrade_Mission	请风见幽香品尝一下「绿野仙菇」吧！	从风见幽香那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_KazamiYuuka_LV2_Upgrade_Mission_001	何为“花鸟风月”？	虽然在幽香小姐面前夸下了海口，但究竟要怎么才能在料理中呈现出我心中的“花鸟风月”……在过去结下的羁绊里，找找有可能知道答案的对象吧。
DLC4_Kizuna_KazamiYuuka_LV2_Upgrade_Mission_002	请风见幽香品尝一下「花鸟风月」吧！	从风见幽香那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_KazamiYuuka_LV3_Upgrade_Mission_001	幽香小姐的谜题·其一	幽香小姐似乎很喜欢玩这种谜题游戏，就陪她玩一下吧！不过幽梦究竟是什么呢？……那位见多识广的一定知道！
DLC4_Kizuna_KazamiYuuka_LV3_Upgrade_Mission_002	幽香小姐的谜题·其二	在慧音老师的帮助下解开了幽香小姐的谜题，快去向她报告吧！
DLC4_Kizuna_KazamiYuuka_LV3_Upgrade_Mission_003	请风见幽香品尝一下「幽梦」吧！	从风见幽香那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_ShameimaruAya_LV1_Upgrade_Mission	请射命丸文品尝一下「梅子茶泡饭」吧！	从射命丸文那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_ShameimaruAya_LV2_Upgrade_Mission_001	跟着乌鸦去寻宝！	说起来，最近乌鸦们找到了一个好地方——里面似乎藏了一些珍贵的食材。怎么样，想去寻宝吗？就在那座颠倒的天空之城里。宝物藏在了簋之后。
DLC4_Kizuna_ShameimaruAya_LV2_Upgrade_Mission_002	请射命丸文品尝一下「海胆蒸蛋」吧！	从射命丸文那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_ShameimaruAya_LV3_Upgrade_Mission_001	风神无双的记者	就这么一眨眼的功夫，文文小姐就从我家走了个来回！不愧是追风的记者！还从我家拿了这么多肉……以新菜谱为交换，就给她做些肉料理吃吧！
DLC4_Kizuna_ShameimaruAya_LV3_Upgrade_Mission_002	请射命丸文品尝一下「幻想风靡」吧！	从射命丸文那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_GardenOfTheSun_Shop_Lv2_Upgrade_Mission	太阳花田·店铺扩张	听说那边有个种着“狐狸的果实”的试验田？你就准备一些那个吧！
DLC4_GardenOfTheSun_Shop_Lv3_Upgrade_Mission	太阳花田·店铺扩张·改	听说鲜花蛋糕在外界很流行呢，如果你能做给我和……我的猫咪尝尝，我也不是不能帮你哦！
DLC4_ShiningNeedleCastle_Shop_Lv2_Upgrade_Mission	辉针城·店铺扩张	既然你都跑到辉针城开店了，那就顺便给我带点那儿的特产吧！
DLC4_ShiningNeedleCastle_Shop_Lv3_Upgrade_Mission	辉针城·店铺扩张·改	说到小人就是和风了，这次就给我……咳咳，给猫咪做些高级的和风料理吧！
DLC4_Kizuna_KijinSeija_LV1_Upgrade_Mission	请鬼人正邪品尝一下「炸番茄条」吧！	从鬼人正邪那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_KijinSeija_LV2_Upgrade_Mission_001	“颠覆”挑战！	有我这个“颠覆”的专家在，没什么是无法实现的！但即便是我，也需要灵感来源——就麻烦你做一些世俗不能容的猎奇料理，我一定会为你呈上意料不到的答案。
DLC4_Kizuna_KijinSeija_LV2_Upgrade_Mission_002	请鬼人正邪品尝一下「蜜桃红烧肉」吧！	从鬼人正邪那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_KijinSeija_LV3_Upgrade_Mission_001	没有什么是一顿美食不能解决的！	不小心勾起了正邪小姐的伤心事，该怎么让她平复下来呢……就给她做一顿好吃的吧！没有什么是一顿美食无法解决的，一顿不行就两顿，再不行就……做上五顿肯定没问题！
DLC4_Kizuna_KijinSeija_LV3_Upgrade_Mission_002	请鬼人正邪品尝一下「逆转天地」吧！	从鬼人正邪那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
