ID	TITLE	DESCIRIPTION
DLC5_Kizuna_Toyohime_LV1_Upgrade_Mission_001	速度的特训！	对厨房工作来说，速度很重要吧？这次的特训内容就决定是“速度”了！那么你先去准备一大堆桃子过来吧。
DLC5_Kizuna_Toyohime_LV1_Upgrade_Mission_002	请绵月丰姬品尝一下「桃花琉璃卷」吧！	从绵月丰姬那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Toyohime_LV2_Upgrade_Mission_001	咕——咕——	说到这里，我有一件不得不向你传达的事情……那是很重要的事情，实际上……
DLC5_Kizuna_Toyohime_LV2_Upgrade_Mission_002	请绵月丰姬品尝一下「荷塘月色」吧！	从绵月丰姬那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Toyohime_LV3_Upgrade_Mission_001	用桃子做桃子？！	放心，我会手把手来教你做龙吟桃子的——只要你把食材准备好！
DLC5_Kizuna_Toyohime_LV3_Upgrade_Mission_002	请绵月丰姬品尝一下「龙吟桃子」吧！	从绵月丰姬那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Ellen_LV1_Upgrade_Mission_001	来开茶会吧！	那是有着“天使的铜铃”之称的甜点哦……既然你那么感兴趣，干脆来开个茶会好了！
DLC5_Kizuna_Ellen_LV1_Upgrade_Mission_002	请爱莲品尝一下「猫咪可露丽」吧！	从爱莲那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Ellen_LV2_Upgrade_Mission_001	再开茶会！	你看起来对这类甜点很感兴趣呢，想不想再试试做别的呢……那我们再来开一次茶会吧♡～
DLC5_Kizuna_Ellen_LV2_Upgrade_Mission_002	请爱莲品尝一下「猫咪披萨」吧！	从爱莲那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Ellen_LV3_Upgrade_Mission_001	魔界罕见的食材！	这个料理对你来说应该并不难。就是材料不太好收集，是魔界不太常见的材料……
DLC5_Kizuna_Ellen_LV3_Upgrade_Mission_002	请爱莲品尝一下「猫咪戏水」吧！	从爱莲那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Luize_LV1_Upgrade_Mission	请露易兹品尝一下「长发公主」吧！	从露易兹那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Luize_LV2_Upgrade_Mission	请露易兹品尝一下「信玄饼」吧！	从露易兹那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Luize_LV3_Upgrade_Mission_001	魔界印象！	你是说，把魔界概念化到甜品里……真是个好主意！那么作为外界人，在你心里魔界是怎么样的呢？
DLC5_Kizuna_Luize_LV3_Upgrade_Mission_002	请露易兹品尝一下「疯帽子茶会」吧！	从露易兹那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Mima_LV1_Upgrade_Mission	请魅魔品尝一下「鳗鱼嫩蛋丼」吧！	从魅魔那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Mima_LV2_Upgrade_Mission_001	万物尽头是料理！	还是不论什么都会扯到料理上呢，那，为了满足你的好奇心……带两个鲜美的水产料理来，到时候我就教你新的料理。
DLC5_Kizuna_Mima_LV2_Upgrade_Mission_002	请魅魔品尝一下「竹筒烧醉虾」吧！	从魅魔那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Mima_LV3_Upgrade_Mission_001	魅魔的压箱料理！	是会共情别人的妖怪呢，在这个幻想乡，也真是难得。好啦，准备好材料后，我教你一道我的压箱料理。
DLC5_Kizuna_Mima_LV3_Upgrade_Mission_002	请魅魔品尝一下「牛肉鸳鸯火锅」吧！	从魅魔那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
