ID	TITLE	DESCIRIPTION
DLC2_Kizuna_Satori_LV2_Upgrade_Mission_002	请古明地觉品尝一下「提神布丁」吧！	从古明地觉那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC2_Kizuna_Satori_LV3_Upgrade_Mission_001	提神布丁大补充！	你之前给我做的提神布丁已经吃完了。难得有同时提升效率和心情的食物，能请你再给我做一些吗？
DLC2_Kizuna_Satori_LV3_Upgrade_Mission_002	请古明地觉品尝一下「燃尽布丁」吧！	从古明地觉那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC2_Kizuna_Orin_LV1_Upgrade_Mission_001	猫饭？盖浇饭？	让阿燐念念不忘的猫饭到底是什么呢？听起来像是盖浇饭的一种，做些盖浇饭让阿燐分辨一下吧！
DLC2_Kizuna_Orin_LV1_Upgrade_Mission_002	请阿燐品尝一下「猫饭」吧！	从火焰猫燐那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC2_Kizuna_Orin_LV2_Upgrade_Mission_001	觉大人心爱的食物？	咱现在对你做的料理也很感兴趣哦。你来地底也有一阵子了，觉大人喜欢的食物是什么样的，你快带来给咱看看吧！
DLC2_Kizuna_Orin_LV2_Upgrade_Mission_002	请阿燐品尝一下「三文鱼天妇罗」吧！	从火焰猫燐那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC2_Kizuna_Orin_LV3_Upgrade_Mission_001	承载历史的料理	听说厉害的厨师会把各种各样的典故做成料理，感觉还蛮有意思的。你有试过吗？
DLC2_Kizuna_Orin_LV3_Upgrade_Mission_002	请阿燐品尝一下「鱼跃龙门」吧！	从火焰猫燐那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC2_Kizuna_Utsuho_LV1_Upgrade_Mission	请阿空品尝一下「芝士蛋」吧！	从灵乌路空那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC2_Kizuna_Utsuho_LV2_Upgrade_Mission_001	神之火烤串！？	我当时烤的串儿在地底还蛮受欢迎的。毕竟你是厨师嘛！一定很想学我的秘方吧？要我教你也不是不行哦！去准备些食材……还有料理，等我吃饱了就做给你看！
DLC2_Kizuna_Utsuho_LV2_Upgrade_Mission_002	请阿空品尝一下「一击☆必杀」吧！	从灵乌路空那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC2_Kizuna_Utsuho_LV3_Upgrade_Mission_001	好想让脑子热一把！？	我现在好闷啊。就想好好地让脑子热一把！不能让脑子热一把的话，让胃热一把也行啊！
DLC2_Kizuna_Utsuho_LV3_Upgrade_Mission_002	请阿空品尝一下「地狱激辛警告！」吧！	从灵乌路空那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC2_Main_FormerHell_WeirdCooking_Mission	获得怪诞料理挑战赛的推荐资格吧！	虽然原则上是谁都可以参加，但要是参赛者人数太多我们也不好办呐……所以这次活动是推荐制，必须获得6张旧地狱居民的推荐函才可以参加怪诞料理赛。
DLC2_Main_FormerHell_WeirdCooking_Mission_Enter	参加怪诞料理挑战赛！	终于获得怪诞料理挑战赛的正式参赛资格！大赛正在如火如荼地进行着，已经报名怪诞料理大赛、跃跃欲试的各位料理人！快去地灵殿找火焰猫燐参加吧！
DLC2_FormerHell_Shop_Lv2_Upgrade_Mission	旧地狱街道·店铺扩张	土蜘蛛们喜欢吃的东西不是很奇怪吗？想让别人为你卖力工作，就要先讨好她们的胃。
DLC2_FormerHell_Shop_Lv3_Upgrade_Mission	旧地狱街道·店铺扩张·改	地底流行些什么料理呢……虽然说好奇害死猫，但就是忍不住好奇嘛。
DLC2_EarthSpiritsPalace_Shop_Lv2_Upgrade_Mission	地灵殿·店铺扩张	听说地灵殿之主很擅长制作芝士，既然都在那里开店了，这种东西应该要多少有多少吧？
DLC2_EarthSpiritsPalace_Shop_Lv3_Upgrade_Mission	地灵殿·店铺扩张·改	传闻地底有颗以妖力浇灌的柠檬树。用它做出来的料理会不会有什么附加功能啊？
