ID	TITLE	DESCIRIPTION
DLC1_Kizuna_Nitori_LV3_Upgrade_Mission_001	缺少的关键食材究竟是！？	尻子玉有一种酥脆却怪异的口感，这种口感应该用什么食材来还原……试试蝉蜕吧！
DLC1_Kizuna_Nitori_LV3_Upgrade_Mission_002	请河城荷取品尝一下「拟尻子玉」吧！	从河城荷取那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Sanae_LV1_Upgrade_Mission	请东风谷早苗品尝一下「大阪烧」吧！	从东风谷早苗那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Sanae_LV2_Upgrade_Mission_001	现人神降下的历练！	众所周知，幻想乡是没有海的，而我这次要交给你的食谱是海产品所制，所以把这个作为对你的考验最合适不过了。
DLC1_Kizuna_Sanae_LV2_Upgrade_Mission_002	请东风谷早苗品尝一下「章鱼烧」吧！	从东风谷早苗那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Sanae_LV3_Upgrade_Mission_001	神秘的外界食材	风靡外界的神奇食材，究竟怎样才能入手呢……河童的外界海产养殖基地或许有渠道，一筹莫展的话就去找她们碰碰运气吧！
DLC1_Kizuna_Sanae_LV3_Upgrade_Mission_002	请东风谷早苗品尝一下「海胆刺身」吧！	从东风谷早苗那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Alice_LV1_Upgrade_Mission	请爱丽丝品尝一下「奶香蘑菇汤」吧！	从爱丽丝那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Alice_LV2_Upgrade_Mission_001	让人变大的童话蛋糕？	好不容易知道了制作方法，既然不会让人变大，就让大家也尝一尝吧。决定要动手制作了，麻烦你去准备一些新鲜葡萄作为材料。
DLC1_Kizuna_Alice_LV2_Upgrade_Mission_002	请爱丽丝品尝一下「普通小蛋糕」吧！	从爱丽丝那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Alice_LV3_Upgrade_Mission_001	寻找适合制作七色料理的传说食材！	外面世界流行把羊羹弄成各种主题，我也想试着做一次！要制作梦幻的七色羊羹的话，绝对不能少了这个食材！
DLC1_Kizuna_Alice_LV3_Upgrade_Mission_002	请爱丽丝品尝一下「七色羊羹」吧！	从爱丽丝那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Marisa_LV1_Upgrade_Mission_001	毒蘑菇的识别窍门	有些毒菌和食用菌从外表上是看不出区别的，要是不想蘑菇中毒，最好还是别食用不熟悉的蘑菇。委托专家同行是个好办法，出发前先填饱肚子吧！
DLC1_Kizuna_Marisa_LV1_Upgrade_Mission_002	请魔理沙品尝一下「蘑菇肉片」吧！	从魔理沙那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Marisa_LV2_Upgrade_Mission_001	记录着蘑菇料理的魔导书	也没有人规定魔法实验的产物一定不能吃嘛。我的蘑菇储备已经不多了，想学的话，就去收集一些蘑菇回来吧。
DLC1_Kizuna_Marisa_LV2_Upgrade_Mission_002	请魔理沙品尝一下「秘制鲜菌煲」吧！	从魔理沙那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Marisa_LV3_Upgrade_Mission_001	在舌头上跳舞的魔女！	这可不是普通的蘑菇大杂烩，是我的心血之作哦！我可不能让你白学，要想让我教你，就给我准备一些有意思的料理作为交换吧。
DLC1_Kizuna_Marisa_LV3_Upgrade_Mission_002	请魔理沙品尝一下「蘑女的舞踏烩」吧！	从魔理沙那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Narumi_LV1_Upgrade_Mission	请矢田寺成美品尝一下「手握寿司」吧！	从矢田寺成美那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Narumi_LV2_Upgrade_Mission_001	地藏菩萨的贡品！	给我做点好吃的，我就告诉你那道有趣的料理用到的食材。虽然时隔很多年，但我一点也没有忘记它的味道呢。
DLC1_Kizuna_Narumi_LV2_Upgrade_Mission_002	请矢田寺成美品尝一下「南瓜虾盅」吧！	从矢田寺成美那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_Kizuna_Narumi_LV3_Upgrade_Mission_001	拯救家里蹲的异域料理！	没法让我的心动起来就变成让我的胃动起来，是你的脑袋瓜子想得出来的事呢。不过，你想给我做异域风情的料理……我当然不会拒绝啦！
DLC1_Kizuna_Narumi_LV3_Upgrade_Mission_002	请矢田寺成美品尝一下「幻想佛跳墙」吧！	从矢田寺成美那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC1_MagicForest_Shop_Lv2_Upgrade_Mission	魔法森林·店铺扩张	竟然在那位大人没有料想到的地方开了店……啊咳咳！总之，更大的店铺，还是需要我的力量吧？那么乖乖准备好我需要的东西哦！
DLC1_MagicForest_Shop_Lv3_Upgrade_Mission	魔法森林·店铺扩张·改	挺有两下子的嘛！完全没有我们额外帮助的情况下也通过自己的努力将店子做大了啊……想要更近一步的话，还是要多多表现一下哦……
DLC1_YoukaiMountain_Shop_Lv2_Upgrade_Mission	妖怪之山·店铺扩张	竟然在那位大人没有料想到的地方开了店……啊咳咳！总之，更大的店铺，还是需要我的力量吧？那么乖乖准备好我需要的东西哦！
DLC1_YoukaiMountain_Shop_Lv3_Upgrade_Mission	妖怪之山·店铺扩张·改	挺有两下子的嘛！完全没有我们额外帮助的情况下也通过自己的努力将店子做大了啊……想要更近一步的话，还是要多多表现一下哦……
DLC1_LegendCooker_Part3_Mission	这就是陨铁？！	我不缺钱哦，这张纸条上记录了我需要拿回来的东西，想要陨铁的话就帮我跑几趟吧！我今天实在没空啦！
DLC1_LegendCooker_Part1_Mission	寻找陨铁？	似乎是个很不得了的东西，一般的人那里是没有的吧……也许可以去常年收集破烂的人那里碰碰运气？魔法森林似乎有一个常年收垃圾的家伙来着……
